customer_id,customer_city,customer_state
29137,guaruja,SP
29138,santo andre,SP
29139,siqueira campos,PR
29140,sao paulo,SP
29141,sao paulo,SP
29142,salvador,BA
29143,campos dos goytacazes,RJ
29144,sao paulo,SP
29145,pinhalzinho,SP
29146,teresina,PI
29147,ararangua,SC
29148,potirendaba,SP
29149,sao paulo,SP
29150,concordia,SC
29151,marilia,SP
29152,goiania,GO
29153,campinas,SP
29154,sao carlos,SP
29155,rio de janeiro,RJ
29156,rio de janeiro,RJ
29157,sao paulo,SP
29158,rio de janeiro,RJ
29159,cabo frio,RJ
29160,sao caetano do sul,SP
29161,sao paulo,SP
29162,goiania,GO
29163,cristinapolis,SE
29164,conselheiro lafaiete,MG
29165,marilia,SP
29166,sao paulo,SP
29167,nilopolis,RJ
29168,sao paulo,SP
29169,sao jose dos campos,SP
29170,brasilia,DF
29171,cabo frio,RJ
29172,porto alegre,RS
29173,itabira,MG
29174,sao jose do rio preto,SP
29175,sao bernardo do campo,SP
29176,uberlandia,MG
29177,brasilia,DF
29178,redencao,PA
29179,bacuri,MA
29180,carmo do paranaiba,MG
29181,salvador,BA
29182,brasilia,DF
29183,sao paulo,SP
29184,bauru,SP
29185,satiro dias,BA
29186,sao paulo,SP
29187,sao paulo,SP
29188,goioere,PR
29189,rio de janeiro,RJ
29190,poa,SP
29191,sao paulo,SP
29192,brasilia,DF
29193,palhoca,SC
29194,capivari,SP
29195,rio de janeiro,RJ
29196,nova iguacu,RJ
29197,itapetinga,BA
29198,goiania,GO
29199,sao paulo,SP
29200,brasilia,DF
29201,sao paulo,SP
29202,campo belo,MG
29203,votuporanga,SP
29204,capanema,PR
29205,brasilia,DF
29206,sao pedro,SP
29207,sao paulo,SP
29208,rio de janeiro,RJ
29209,brasilia,DF
29210,nilopolis,RJ
29211,rio de janeiro,RJ
29212,rio de janeiro,RJ
29213,petropolis,RJ
29214,caraguatatuba,SP
29215,ibirama,SC
29216,goiania,GO
29217,rio negrinho,SC
29218,caraguatatuba,SP
29219,rio de janeiro,RJ
29220,recife,PE
29221,rio de janeiro,RJ
29222,ubatuba,SP
29223,sao paulo,SP
29224,osasco,SP
29225,ribeirao preto,SP
29226,cachoeiras de macacu,RJ
29227,quixada,CE
29228,nova friburgo,RJ
29229,itajai,SC
29230,assis chateaubriand,PR
29231,jaguariuna,SP
29232,maringa,PR
29233,sao jose do rio preto,SP
29234,goiania,GO
29235,curitiba,PR
29236,itapecerica,MG
29237,cruzilia,MG
29238,rio de janeiro,RJ
29239,hortolandia,SP
29240,rio de janeiro,RJ
29241,caieiras,SP
29242,pedro leopoldo,MG
29243,sao luis,MA
29244,rio branco,AC
29245,sao paulo,SP
29246,porto seguro,BA
29247,porto alegre,RS
29248,rio de janeiro,RJ
29249,cotia,SP
29250,belo horizonte,MG
29251,sao paulo,SP
29252,mostardas,RS
29253,santa maria,RS
29254,sao paulo,SP
29255,caieiras,SP
29256,fazenda rio grande,PR
29257,campinas,SP
29258,rio de janeiro,RJ
29259,sao paulo,SP
29260,barra mansa,RJ
29261,guarulhos,SP
29262,rio de janeiro,RJ
29263,sao paulo,SP
29264,curitiba,PR
29265,contagem,MG
29266,rio negrinho,SC
29267,indaiatuba,SP
29268,rio de janeiro,RJ
29269,jundiai,SP
29270,rio de janeiro,RJ
29271,volta redonda,RJ
29272,catigua,SP
29273,presidente prudente,SP
29274,sarandi,RS
29275,campinas,SP
29276,bilac,SP
29277,aparecida de goiania,GO
29278,camanducaia,MG
29279,rio de janeiro,RJ
29280,cascavel,PR
29281,ouro preto,MG
29282,niteroi,RJ
29283,joacaba,SC
29284,jacarei,SP
29285,curitiba,PR
29286,belo horizonte,MG
29287,sao paulo,SP
29288,botucatu,SP
29289,sete lagoas,MG
29290,paraguacu paulista,SP
29291,belo horizonte,MG
29292,sao paulo,SP
29293,sao paulo,SP
29294,sao paulo,SP
29295,fortaleza,CE
29296,francisco morato,SP
29297,abatia,PR
29298,sao paulo,SP
29299,sao paulo,SP
29300,quatro barras,PR
29301,belem,PA
29302,itapetininga,SP
29303,santo andre,SP
29304,abre campo,MG
29305,governador valadares,MG
29306,motuca,SP
29307,guararema,SP
29308,registro,SP
29309,sao paulo,SP
29310,pinhalzinho,SP
29311,rio de janeiro,RJ
29312,presidente prudente,SP
29313,nova iguacu,RJ
29314,sao paulo,SP
29315,itaqui,RS
29316,petropolis,RJ
29317,maceio,AL
29318,sao paulo,SP
29319,pirassununga,SP
29320,marica,RJ
29321,goncalves dias,MA
29322,irani,SC
29323,braganca paulista,SP
29324,vitoria,ES
29325,ribeirao preto,SP
29326,londrina,PR
29327,belo horizonte,MG
29328,gravatai,RS
29329,aguas de lindoia,SP
29330,araguari,MG
29331,fortaleza,CE
29332,sao jose dos campos,SP
29333,palmas,TO
29334,belo horizonte,MG
29335,curitiba,PR
29336,belo horizonte,MG
29337,sao paulo,SP
29338,francisco morato,SP
29339,sao paulo,SP
29340,arapei,SP
29341,pirassununga,SP
29342,sao paulo,SP
29343,ilheus,BA
29344,sao paulo,SP
29345,itaquaquecetuba,SP
29346,campinas,SP
29347,recife,PE
29348,rio de janeiro,RJ
29349,sao jose do rio preto,SP
29350,rio grande,RS
29351,carapicuiba,SP
29352,varzea paulista,SP
29353,tres barras,SC
29354,barueri,SP
29355,sao paulo,SP
29356,petropolis,RJ
29357,sao paulo,SP
29358,porciuncula,RJ
29359,campinas,SP
29360,ribeirao preto,SP
29361,osasco,SP
29362,rio de janeiro,RJ
29363,belo horizonte,MG
29364,santos,SP
29365,nhandeara,SP
29366,ribeirao preto,SP
29367,rio de janeiro,RJ
29368,curitiba,PR
29369,feira de santana,BA
29370,carapicuiba,SP
29371,belem,PA
29372,sao paulo,SP
29373,sao paulo,SP
29374,osasco,SP
29375,sao bernardo do campo,SP
29376,vargem grande paulista,SP
29377,concordia,SC
29378,maceio,AL
29379,poa,SP
29380,sao paulo,SP
29381,rio dos cedros,SC
29382,sao paulo,SP
29383,valinhos,SP
29384,juazeiro,BA
29385,brasilia,DF
29386,sao paulo,SP
29387,aguas lindas de goias,GO
29388,balneario camboriu,SC
29389,sao paulo,SP
29390,campo grande,MS
29391,sao paulo,SP
29392,nova granada,SP
29393,sao paulo,SP
29394,crixas,GO
29395,pato branco,PR
29396,brasilia,DF
29397,osasco,SP
29398,rio de janeiro,RJ
29399,campinas,SP
29400,rio do sul,SC
29401,rio branco,AC
29402,belo horizonte,MG
29403,lauro de freitas,BA
29404,nova bandeirantes,MT
29405,erval grande,RS
29406,salvador,BA
29407,campos dos goytacazes,RJ
29408,lagoa dourada,MG
29409,belo horizonte,MG
29410,duartina,SP
29411,bastos,SP
29412,curitiba,PR
29413,santa maria,RS
29414,brasilia,DF
29415,sao paulo,SP
29416,curitiba,PR
29417,catanduva,SP
29418,campinas,SP
29419,campinas,SP
29420,ponta grossa,PR
29421,sao bernardo do campo,SP
29422,sao mateus do sul,PR
29423,brasilia,DF
29424,ponta grossa,PR
29425,sao paulo,SP
29426,maringa,PR
29427,carazinho,RS
29428,osasco,SP
29429,belo horizonte,MG
29430,ilha solteira,SP
29431,palmares,PE
29432,guarulhos,SP
29433,campinas,SP
29434,pindamonhangaba,SP
29435,rio de janeiro,RJ
29436,sorocaba,SP
29437,brejo santo,CE
29438,taubate,SP
29439,bambui,MG
29440,itapevi,SP
29441,novo hamburgo,RS
29442,rio de janeiro,RJ
29443,porto alegre,RS
29444,sao jose dos campos,SP
29445,palmas,TO
29446,curitiba,PR
29447,tanabi,SP
29448,ipatinga,MG
29449,vitoria,ES
29450,sao jose dos campos,SP
29451,urupes,SP
29452,juiz de fora,MG
29453,santa rita do sapucai,MG
29454,sao paulo,SP
29455,sao jose dos campos,SP
29456,sao paulo,SP
29457,artur nogueira,SP
29458,guaranesia,MG
29459,imbuia,SC
29460,sao jose dos campos,SP
29461,sao paulo,SP
29462,rio de janeiro,RJ
29463,parauapebas,PA
29464,jandira,SP
29465,piracaia,SP
29466,santana de parnaiba,SP
29467,belo horizonte,MG
29468,sao paulo,SP
29469,belo horizonte,MG
29470,itaquaquecetuba,SP
29471,sao paulo,SP
29472,belo horizonte,MG
29473,araraquara,SP
29474,taquara,RS
29475,varginha,MG
29476,paraisopolis,MG
29477,sao paulo,SP
29478,anicuns,GO
29479,taquari,RS
29480,fortaleza,CE
29481,joao pessoa,PB
29482,sao paulo,SP
29483,sao paulo,SP
29484,sao paulo,SP
29485,mesquita,RJ
29486,salvador,BA
29487,rio de janeiro,RJ
29488,florianopolis,SC
29489,salvador,BA
29490,ilhabela,SP
29491,belo horizonte,MG
29492,sao paulo,SP
29493,taboao da serra,SP
29494,sao paulo,SP
29495,morada nova,CE
29496,sao paulo,SP
29497,bom jesus do itabapoana,RJ
29498,limeira,SP
29499,sao paulo,SP
29500,osorio,RS
29501,itaborai,RJ
29502,santa maria,RS
29503,guarapuava,PR
29504,jaguariuna,SP
29505,salvador,BA
29506,nova friburgo,RJ
29507,andira,PR
29508,francisco morato,SP
29509,macau,RN
29510,montes claros,MG
29511,guarulhos,SP
29512,paulinia,SP
29513,campinas,SP
29514,sacramento,MG
29515,sao bento do una,PE
29516,rio de janeiro,RJ
29517,valinhos,SP
29518,praia grande,SP
29519,aracatuba,SP
29520,vila velha,ES
29521,mogi das cruzes,SP
29522,sorocaba,SP
29523,sao jose dos campos,SP
29524,taboao da serra,SP
29525,paracambi,RJ
29526,praia grande,SP
29527,rio de janeiro,RJ
29528,niteroi,RJ
29529,serra,ES
29530,louveira,SP
29531,vilhena,RO
29532,sao paulo,SP
29533,alvorada,RS
29534,sao paulo,SP
29535,rio de janeiro,RJ
29536,cariacica,ES
29537,osasco,SP
29538,paranagua,PR
29539,rio das ostras,RJ
29540,jaragua do sul,SC
29541,sao carlos,SP
29542,americana,SP
29543,sao paulo,SP
29544,rio de janeiro,RJ
29545,sao paulo,SP
29546,minas novas,MG
29547,vassouras,RJ
29548,bauru,SP
29549,maua,SP
29550,brasilia,DF
29551,mage,RJ
29552,belo horizonte,MG
29553,porto alegre,RS
29554,rio de janeiro,RJ
29555,curitiba,PR
29556,sao paulo,SP
29557,ibirite,MG
29558,jaragua do sul,SC
29559,pedra,PE
29560,ourinhos,SP
29561,belo horizonte,MG
29562,sao paulo,SP
29563,sao paulo,SP
29564,sao jose dos campos,SP
29565,brasilia,DF
29566,dario meira,BA
29567,londrina,PR
29568,sao paulo,SP
29569,rio de janeiro,RJ
29570,sao raimundo nonato,PI
29571,divinopolis,MG
29572,belo horizonte,MG
29573,goiania,GO
29574,cajuru,SP
29575,jundiai,SP
29576,hortolandia,SP
29577,resende costa,MG
29578,sertaozinho,SP
29579,sorocaba,SP
29580,canoas,RS
29581,brasilia,DF
29582,sapiranga,RS
29583,presidente prudente,SP
29584,curitiba,PR
29585,sao paulo,SP
29586,belo horizonte,MG
29587,vitoria,ES
29588,santo andre,SP
29589,gravatai,RS
29590,guarulhos,SP
29591,sao paulo,SP
29592,sao jose,SC
29593,taboao da serra,SP
29594,belo horizonte,MG
29595,cantagalo,RJ
29596,sao paulo,SP
29597,rio de janeiro,RJ
29598,santo andre,SP
29599,pinhais,PR
29600,cananeia,SP
29601,sao paulo,SP
29602,guarapuava,PR
29603,salto,SP
29604,osasco,SP
29605,brasilia,DF
29606,cabo frio,RJ
29607,belo horizonte,MG
29608,santa barbara,MG
29609,sao paulo,SP
29610,barra do pirai,RJ
29611,rio claro,SP
29612,araraquara,SP
29613,canoas,RS
29614,brasilia,DF
29615,recife,PE
29616,sao paulo,SP
29617,rio de janeiro,RJ
29618,belo horizonte,MG
29619,goiania,GO
29620,conceicao do almeida,BA
29621,sao paulo,SP
29622,barao do triunfo,RS
29623,sao paulo,SP
29624,sao paulo,SP
29625,brasilia,DF
29626,sao jose,SC
29627,salvador,BA
29628,campina grande do sul,PR
29629,rio grande,RS
29630,tatui,SP
29631,almirante tamandare,PR
29632,patos de minas,MG
29633,brasilia,DF
29634,limeira,SP
29635,taquaritinga,SP
29636,ponto dos volantes,MG
29637,maringa,PR
29638,uberlandia,MG
29639,sao paulo,SP
29640,sao paulo,SP
29641,sao paulo,SP
29642,ribeirao das neves,MG
29643,carapicuiba,SP
29644,uberlandia,MG
29645,sao paulo,SP
29646,campina grande,PB
29647,cotia,SP
29648,estancia,SE
29649,rio de janeiro,RJ
29650,curitiba,PR
29651,sao paulo,SP
29652,sao paulo,SP
29653,brasilia,DF
29654,santa maria,RS
29655,erechim,RS
29656,salvador,BA
29657,curitiba,PR
29658,sao sepe,RS
29659,vitoria de santo antao,PE
29660,sao paulo,SP
29661,pradopolis,SP
29662,sao joaquim da barra,SP
29663,guaicara,SP
29664,santo andre,SP
29665,rio de janeiro,RJ
29666,santo andre,SP
29667,sao paulo,SP
29668,sao paulo,SP
29669,belo horizonte,MG
29670,ibiraja,BA
29671,cruzeiro,SP
29672,rio de janeiro,RJ
29673,sao paulo,SP
29674,guarulhos,SP
29675,lagoa formosa,MG
29676,vila velha,ES
29677,sao sebastiao do paraiso,MG
29678,laranjal paulista,SP
29679,sao gabriel,RS
29680,campo maior,PI
29681,vitoria,ES
29682,nova lima,MG
29683,divinopolis,MG
29684,sao paulo,SP
29685,sao paulo,SP
29686,saudades,SC
29687,sao manuel,SP
29688,dianopolis,TO
29689,sao goncalo,RJ
29690,sao bernardo do campo,SP
29691,porto alegre,RS
29692,barra do ribeiro,RS
29693,rio de janeiro,RJ
29694,santo andre,SP
29695,londrina,PR
29696,niteroi,RJ
29697,pacaembu,SP
29698,santos,SP
29699,aguas de lindoia,SP
29700,farroupilha,RS
29701,jandira,SP
29702,belo horizonte,MG
29703,santa barbara d'oeste,SP
29704,braganca paulista,SP
29705,barrinha,SP
29706,sao caetano do sul,SP
29707,colombo,PR
29708,sao jose do vale do rio preto,RJ
29709,duque de caxias,RJ
29710,ouro preto,MG
29711,rio de janeiro,RJ
29712,rio de janeiro,RJ
29713,abrantes,BA
29714,sao jose do rio preto,SP
29715,pelotas,RS
29716,marilia,SP
29717,curvelo,MG
29718,palma sola,SC
29719,campo grande,MS
29720,porto alegre,RS
29721,lauro de freitas,BA
29722,valinhos,SP
29723,rio de janeiro,RJ
29724,monte mor,SP
29725,taboao da serra,SP
29726,ipua,SP
29727,dois vizinhos,PR
29728,sao paulo,SP
29729,andradina,SP
29730,campos do jordao,SP
29731,sao paulo,SP
29732,londrina,PR
29733,jacutinga,MG
29734,itu,SP
29735,curitiba,PR
29736,picos,PI
29737,olinda,PE
29738,joinville,SC
29739,manhuacu,MG
29740,sao paulo,SP
29741,recife,PE
29742,rio de janeiro,RJ
29743,jaguari,RS
29744,brasilia,DF
29745,guarulhos,SP
29746,ibipitanga,BA
29747,gramado,RS
29748,rio de janeiro,RJ
29749,ouricuri,PE
29750,barretos,SP
29751,sao bernardo do campo,SP
29752,guaruja,SP
29753,guarulhos,SP
29754,rio de janeiro,RJ
29755,sao paulo,SP
29756,sao paulo,SP
29757,sao paulo,SP
29758,vitoria da conquista,BA
29759,florianopolis,SC
29760,uberlandia,MG
29761,rio de janeiro,RJ
29762,sao jose do rio pardo,SP
29763,formiga,MG
29764,nova iguacu,RJ
29765,maringa,PR
29766,cajobi,SP
29767,sao paulo,SP
29768,itabirito,MG
29769,jaguariuna,SP
29770,jaragua do sul,SC
29771,rio de janeiro,RJ
29772,paulinia,SP
29773,aracaju,SE
29774,sao goncalo do rio das pedras,MG
29775,porto alegre,RS
29776,sao paulo,SP
29777,sao paulo,SP
29778,sao paulo,SP
29779,erechim,RS
29780,vargem,SP
29781,sao paulo,SP
29782,contagem,MG
29783,sao paulo,SP
29784,caarapo,MS
29785,curitiba,PR
29786,serra,ES
29787,aracruz,ES
29788,mirai,MG
29789,estancia velha,RS
29790,bertioga,SP
29791,candiota,RS
29792,itatiba,SP
29793,juiz de fora,MG
29794,monte santo de minas,MG
29795,rio de janeiro,RJ
29796,santo andre,SP
29797,guarulhos,SP
29798,rio de janeiro,RJ
29799,ipatinga,MG
29800,recife,PE
29801,brasilia,DF
29802,sao paulo,SP
29803,florinia,SP
29804,salvador,BA
29805,volta redonda,RJ
29806,sao vicente,SP
29807,jandira,SP
29808,jaguariuna,SP
29809,rio de janeiro,RJ
29810,barra do pirai,RJ
29811,carapicuiba,SP
29812,hortolandia,SP
29813,piracicaba,SP
29814,pirassununga,SP
29815,sao paulo,SP
29816,mococa,SP
29817,mairipora,SP
29818,lajeado,RS
29819,recife,PE
29820,franca,SP
29821,boa vista do cadeado,RS
29822,governador valadares,MG
29823,sao paulo,SP
29824,sao paulo,SP
29825,brasilia,DF
29826,guarulhos,SP
29827,amparo,SP
29828,cariacica,ES
29829,patrocinio,MG
29830,rio de janeiro,RJ
29831,sao paulo,SP
29832,sorocaba,SP
29833,catalao,GO
29834,uberlandia,MG
29835,chapeco,SC
29836,rio de janeiro,RJ
29837,limeira,SP
29838,sao paulo,SP
29839,alvorada,RS
29840,sao paulo,SP
29841,maceio,AL
29842,porto alegre,RS
29843,belo horizonte,MG
29844,cerquilho,SP
29845,americana,SP
29846,vila velha,ES
29847,maua,SP
29848,sao paulo,SP
29849,patos de minas,MG
29850,altamira,PA
29851,goiania,GO
29852,vitoria,ES
29853,goiania,GO
29854,sao paulo,SP
29855,itaquaquecetuba,SP
29856,sao jose dos campos,SP
29857,juruaia,MG
29858,sao paulo,SP
29859,botucatu,SP
29860,sao paulo,SP
29861,santo andre,SP
29862,santa barbara d'oeste,SP
29863,brasilia,DF
29864,barra bonita,SP
29865,sao carlos,SP
29866,laranjeiras do sul,PR
29867,jundiai,SP
29868,itapetininga,SP
29869,petropolis,RJ
29870,iaciara,GO
29871,rio de janeiro,RJ
29872,sao paulo,SP
29873,rio de janeiro,RJ
29874,rio de janeiro,RJ
29875,sao paulo,SP
29876,joinville,SC
29877,sao paulo,SP
29878,sorocaba,SP
29879,piracicaba,SP
29880,carapicuiba,SP
29881,joinville,SC
29882,limeira,SP
29883,itajai,SC
29884,belo horizonte,MG
29885,cascavel,PR
29886,sao goncalo,RJ
29887,sao paulo,SP
29888,guarulhos,SP
29889,jacutinga,RS
29890,ouro preto,MG
29891,sao paulo,SP
29892,sao paulo,SP
29893,belo horizonte,MG
29894,fortaleza,CE
29895,sete lagoas,MG
29896,sao roque,SP
29897,belo horizonte,MG
29898,assis,SP
29899,fernandopolis,SP
29900,paulista,PE
29901,sao bernardo do campo,SP
29902,juiz de fora,MG
29903,porto alegre,RS
29904,dois vizinhos,PR
29905,sao jose do rio preto,SP
29906,cunha,SP
29907,cotia,SP
29908,toledo,PR
29909,azurita,MG
29910,sao paulo,SP
29911,sao paulo,SP
29912,rio de janeiro,RJ
29913,almenara,MG
29914,rio de janeiro,RJ
29915,sao paulo,SP
29916,sao paulo,SP
29917,serra,ES
29918,sao paulo,SP
29919,itajuba,MG
29920,rio de janeiro,RJ
29921,jundiai,SP
29922,alvorada,TO
29923,rio de janeiro,RJ
29924,sao goncalo,RJ
29925,ituiutaba,MG
29926,dormentes,PE
29927,sao paulo,SP
29928,sertaozinho,SP
29929,ipiau,BA
29930,guaruja,SP
29931,sao paulo,SP
29932,bonfim paulista,SP
29933,nova america da colina,PR
29934,sao paulo,SP
29935,vitoria da conquista,BA
29936,uberlandia,MG
29937,sao paulo,SP
29938,sao paulo,SP
29939,rio de janeiro,RJ
29940,bom despacho,MG
29941,ilha solteira,SP
29942,sumare,SP
29943,rio de janeiro,RJ
29944,grajau,MA
29945,pelotas,RS
29946,ponta grossa,PR
29947,osasco,SP
29948,jau,SP
29949,vazante,MG
29950,sorocaba,SP
29951,guarapari,ES
29952,carapicuiba,SP
29953,sao borja,RS
29954,tramandai,RS
29955,valinhos,SP
29956,aracaju,SE
29957,rio de janeiro,RJ
29958,mogi-guacu,SP
29959,belo horizonte,MG
29960,sao paulo,SP
29961,sao bernardo do campo,SP
29962,sao paulo,SP
29963,rio de janeiro,RJ
29964,salvador,BA
29965,caxias,MA
29966,sao paulo,SP
29967,valenca,RJ
29968,guarulhos,SP
29969,sao paulo,SP
29970,fagundes,PB
29971,rio de janeiro,RJ
29972,sao bernardo do campo,SP
29973,santa maria,RS
29974,itajuba,MG
29975,embu das artes,SP
29976,brasilia,DF
29977,sao paulo,SP
29978,ponta grossa,PR
29979,salvador,BA
29980,fartura,SP
29981,santa rosa,RS
29982,diadema,SP
29983,belo horizonte,MG
29984,niteroi,RJ
29985,sao paulo,SP
29986,passo fundo,RS
29987,recife,PE
29988,sao paulo,SP
29989,madre de deus,BA
29990,sao jose da barra,MG
29991,sao paulo,SP
29992,alvares machado,SP
29993,sete lagoas,MG
29994,itauna,MG
29995,sao paulo,SP
29996,brasilia,DF
29997,curitiba,PR
29998,rio de janeiro,RJ
29999,guaruja,SP
30000,sao paulo,SP
30001,passo fundo,RS
30002,araraquara,SP
30003,cacador,SC
30004,belo horizonte,MG
30005,maceio,AL
30006,criciuma,SC
30007,ibate,SP
30008,sao paulo,SP
30009,itapetininga,SP
30010,araujos,MG
30011,petropolis,RJ
30012,sao bernardo do campo,SP
30013,lagoinha do piaui,PI
30014,sao paulo,SP
30015,rio de janeiro,RJ
30016,rio de janeiro,RJ
30017,salvador,BA
30018,pelotas,RS
30019,barbacena,MG
30020,sao paulo,SP
30021,sao paulo,SP
30022,juiz de fora,MG
30023,osasco,SP
30024,sao paulo,SP
30025,sao jose do rio preto,SP
30026,pirassununga,SP
30027,ribeirao preto,SP
30028,visconde do rio branco,MG
30029,granja,CE
30030,contagem,MG
30031,ananindeua,PA
30032,rio branco do sul,PR
30033,sao paulo,SP
30034,sao paulo,SP
30035,monte siao,MG
30036,rio de janeiro,RJ
30037,tupa,SP
30038,sao paulo,SP
30039,campos dos goytacazes,RJ
30040,indaiatuba,SP
30041,varzea paulista,SP
30042,rio de janeiro,RJ
30043,serra,ES
30044,itaporanga,SP
30045,feira de santana,BA
30046,vertentes,PE
30047,salvador,BA
30048,alto taquari,MT
30049,marilia,SP
30050,belo horizonte,MG
30051,itaguai,RJ
30052,sao paulo,SP
30053,paraibuna,SP
30054,itu,SP
30055,caete,MG
30056,vitoria,ES
30057,campina grande,PB
30058,vargem grande paulista,SP
30059,araras,SP
30060,sao paulo,SP
30061,sao paulo,SP
30062,sao jose da vitoria,BA
30063,brasilia,DF
30064,santa rosa,RS
30065,ubatuba,SP
30066,itapeva,MG
30067,rio de janeiro,RJ
30068,sao paulo,SP
30069,cotia,SP
30070,recife,PE
30071,sao paulo,SP
30072,sao paulo,SP
30073,sao paulo,SP
30074,santo antonio de padua,RJ
30075,rio de janeiro,RJ
30076,guaratingueta,SP
30077,cotia,SP
30078,brasilia,DF
30079,piracicaba,SP
30080,balneario barra do sul,SC
30081,sao paulo,SP
30082,rio de janeiro,RJ
30083,sao paulo,SP
30084,sao paulo,SP
30085,santo andre,SP
30086,curvelo,MG
30087,ribeirao preto,SP
30088,sao bentinho,PB
30089,brasilia,DF
30090,vicosa,MG
30091,itabaiana,SE
30092,cubatao,SP
30093,botucatu,SP
30094,sao paulo,SP
30095,niteroi,RJ
30096,ourinhos,SP
30097,duque de caxias,RJ
30098,nilopolis,RJ
30099,assis chateaubriand,PR
30100,sao paulo,SP
30101,sao paulo,SP
30102,belo horizonte,MG
30103,brasilia,DF
30104,pinhais,PR
30105,belo horizonte,MG
30106,americana,SP
30107,vilhena,RO
30108,sao paulo,SP
30109,contagem,MG
30110,santo andre,SP
30111,contagem,MG
30112,hortolandia,SP
30113,santo andre,SP
30114,pedreira,SP
30115,cambui,MG
30116,ijui,RS
30117,campinas,SP
30118,sao paulo,SP
30119,nova iguacu,RJ
30120,teresina,PI
30121,bernardino de campos,SP
30122,brasilia,DF
30123,osvaldo cruz,SP
30124,sorocaba,SP
30125,sumidouro,RJ
30126,andrequice,MG
30127,serra,ES
30128,sao paulo,SP
30129,guarapuava,PR
30130,doutor mauricio cardoso,RS
30131,maringa,PR
30132,mogi das cruzes,SP
30133,guara,SP
30134,bambui,MG
30135,francisco morato,SP
30136,mage,RJ
30137,sao paulo,SP
30138,erechim,RS
30139,curitiba,PR
30140,ananindeua,PA
30141,macapa,AP
30142,jundiai,SP
30143,araraquara,SP
30144,recife,PE
30145,curvelo,MG
30146,seropedica,RJ
30147,belo horizonte,MG
30148,joao monlevade,MG
30149,coxilha,RS
30150,curitiba,PR
30151,canoas,RS
30152,matao,SP
30153,uibai,BA
30154,indaiatuba,SP
30155,osasco,SP
30156,sao paulo,SP
30157,brasilia,DF
30158,getulio vargas,RS
30159,araxa,MG
30160,taboao da serra,SP
30161,sao bernardo do campo,SP
30162,brasilia,DF
30163,formoso,MG
30164,resende,RJ
30165,resende,RJ
30166,curitiba,PR
30167,caldeirao grande,BA
30168,sorocaba,SP
30169,vila velha,ES
30170,mogi das cruzes,SP
30171,nossa senhora do o,PE
30172,londrina,PR
30173,sao paulo,SP
30174,nova iguacu,RJ
30175,juiz de fora,MG
30176,sao jose dos campos,SP
30177,belo horizonte,MG
30178,junco do serido,PB
30179,juiz de fora,MG
30180,betim,MG
30181,suzano,SP
30182,araraquara,SP
30183,iepe,SP
30184,sete barras,SP
30185,ituiutaba,MG
30186,saquarema,RJ
30187,santos dumont,MG
30188,nova iguacu,RJ
30189,campo grande,MS
30190,brasilia,DF
30191,rondonopolis,MT
30192,gaspar,SC
30193,sao paulo,SP
30194,bom jesus da lapa,BA
30195,santo amaro de campos,RJ
30196,dourados,MS
30197,sao goncalo,RJ
30198,mangueirinha,PR
30199,sao paulo,SP
30200,deodapolis,MS
30201,correia pinto,SC
30202,guarulhos,SP
30203,petropolis,RJ
30204,juiz de fora,MG
30205,sao paulo,SP
30206,cabeceira grande,MG
30207,belem,PA
30208,vila velha,ES
30209,fortaleza,CE
30210,sao paulo,SP
30211,cruzeiro do iguacu,PR
30212,nova iguacu,RJ
30213,sao paulo,SP
30214,aracaju,SE
30215,campinas,SP
30216,itapevi,SP
30217,sao paulo,SP
30218,tatui,SP
30219,sao paulo,SP
30220,manhumirim,MG
30221,juiz de fora,MG
30222,orleans,SC
30223,caraguatatuba,SP
30224,sao paulo,SP
30225,sao roque,SP
30226,mage,RJ
30227,petropolis,RJ
30228,piracicaba,SP
30229,salvador,BA
30230,marilia,SP
30231,sao paulo,SP
30232,londrina,PR
30233,linhares,ES
30234,catuipe,RS
30235,muqui,ES
30236,sao bernardo do campo,SP
30237,marilia,SP
30238,juiz de fora,MG
30239,sao jose dos campos,SP
30240,macae,RJ
30241,rio casca,MG
30242,pouso alegre,MG
30243,sao paulo,SP
30244,itaguai,RJ
30245,rio de janeiro,RJ
30246,belford roxo,RJ
30247,santos,SP
30248,sao paulo,SP
30249,pindamonhangaba,SP
30250,barbacena,MG
30251,porto alegre,RS
30252,itu,SP
30253,rio branco,AC
30254,guarulhos,SP
30255,tubarao,SC
30256,petropolis,RJ
30257,itaquaquecetuba,SP
30258,sao jose do turvo,RJ
30259,indaiatuba,SP
30260,chapeco,SC
30261,suzano,SP
30262,campo grande,MS
30263,itabirito,MG
30264,campinas,SP
30265,cotia,SP
30266,ibirite,MG
30267,suzano,SP
30268,pocao de pedras,MA
30269,nova venecia,ES
30270,serra do ramalho,BA
30271,rio de janeiro,RJ
30272,camamu,BA
30273,sao paulo,SP
30274,sao paulo,SP
30275,sao paulo,SP
30276,nova iguacu,RJ
30277,uniao da vitoria,PR
30278,cascavel,PR
30279,ribeirao das neves,MG
30280,santa luzia,MG
30281,japeri,RJ
30282,salvador,BA
30283,boa vista,RR
30284,rio de janeiro,RJ
30285,juiz de fora,MG
30286,nucleo residencial pilar,BA
30287,arcoverde,PE
30288,cascavel,PR
30289,rio de janeiro,RJ
30290,betim,MG
30291,curitiba,PR
30292,sao paulo,SP
30293,guaratingueta,SP
30294,nanuque,MG
30295,rio de janeiro,RJ
