product_id,product_category_name,product_name,product_price
5756,Printers,Sony All-in-One Printer,404.8
5757,Office Supplies,Adidas Notebook,471.65
5758,Jackets,Canon Bomber Jacket,920.79
5759,Fitness,Canon Resistance Bands,2942.03
5760,Kitchen Appliances,Nike Coffee Maker,1531.81
5761,Coffee,Samsung Ground Coffee,2138.75
5762,Pet Supplies,HP Cat Tree,701.51
5763,Office Supplies,Samsung Stapler,1879.71
5764,Office Supplies,Puma Desk Organizer,1886.65
5765,T-Shirts,Puma Polo Shirt,734.13
5766,Jackets,Lenovo Denim Jacket,1577.69
5767,Category Extra 81,Asus Product Model 81,168.64
5768,Automotive,Sony Car Vacuum,115.91
5769,Category Extra 57,Samsung Product Model 57,2537.46
5770,Category Extra 81,Samsung Product Model 81,2870.63
5771,Category Extra 89,Philips Product Model 89,1746.05
5772,Dresses,Samsung Casual Dress,942.53
5773,Beds,Lenovo Queen Bed Frame,1016.31
5774,Tea,LG Green Tea,570.29
5775,Category Extra 76,Asus Product Model 76,2118.16
5776,Category Extra 67,Adidas Product Model 67,958.42
5777,Category Extra 70,Canon Product Model 70,1023.89
5778,Groceries,KitchenAid Olive Oil,2362.05
5779,Perfume,Philips Eau de Toilette,97.18
5780,Category Extra 81,Dell Product Model 81,2709.73
5781,Tea,Lenovo Black Tea,628.85
5782,Office Supplies,Philips Notebook,436.36
5783,Category Extra 77,Puma Product Model 77,1168.57
5784,Backpacks,Adidas Laptop Backpack,377.55
5785,Category Extra 79,LG Product Model 79,2063.52
5786,Category Extra 74,Philips Product Model 74,830.59
5787,Beauty,Apple Lipstick,1875.86
5788,Category Extra 97,Samsung Product Model 97,546.47
5789,Category Extra 52,Nike Product Model 52,1541.0
5790,Jackets,HP Bomber Jacket,1204.7
5791,Tea,HP Green Tea,1101.95
5792,Cycling,Nike Mountain Bike,1711.3
5793,Jeans,LG Skinny Jeans,1360.48
5794,Category Extra 75,Puma Product Model 75,838.91
5795,Laptops,Adidas ThinkPad,1866.45
5796,Motorcycle,Bosch Riding Gloves,800.03
5797,Camping,Dell Camping Tent,1584.0
5798,Category Extra 81,Asus Product Model 81,2469.78
5799,Category Extra 65,Nike Product Model 65,2760.78
5800,Desks,Bosch Writing Desk,1610.44
5801,Category Extra 53,KitchenAid Product Model 53,59.07
5802,Cameras,Lenovo Mirrorless Camera,1149.91
5803,Category Extra 68,Philips Product Model 68,747.65
5804,Category Extra 98,Apple Product Model 98,180.41
5805,Vacuum Cleaners,Adidas Robot Vacuum,613.32
5806,Category Extra 52,Philips Product Model 52,287.75
5807,Televisions,Lenovo QLED TV,1712.38
5808,Mice,Asus Ergonomic Mouse,1799.13
5809,Televisions,Asus OLED TV,524.83
5810,Category Extra 83,Sony Product Model 83,2650.44
5811,Category Extra 60,Philips Product Model 60,2043.83
5812,Headphones,KitchenAid JBL Tune,733.83
5813,Beds,Bosch Queen Bed Frame,1324.45
5814,Category Extra 60,Bosch Product Model 60,2882.49
5815,Books,Canon Science Fiction Novel,2610.12
5816,Beds,Lenovo Queen Bed Frame,1124.71
5817,Category Extra 86,Nike Product Model 86,2220.02
5818,Kitchen Appliances,Sony Coffee Maker,410.38
5819,Category Extra 90,Apple Product Model 90,1169.55
5820,Category Extra 62,Philips Product Model 62,2420.65
5821,Category Extra 82,Sony Product Model 82,2100.25
5822,Category Extra 73,Lenovo Product Model 73,2014.58
5823,Category Extra 58,Puma Product Model 58,2103.17
5824,Category Extra 59,Asus Product Model 59,1684.2
5825,Refrigerators,Puma Mini Fridge,2906.25
5826,Category Extra 89,Adidas Product Model 89,1030.07
5827,Dresses,Adidas Summer Dress,2798.66
5828,Jackets,Sony Rain Jacket,873.32
5829,Perfume,Canon Eau de Toilette,466.82
5830,Category Extra 96,LG Product Model 96,1151.54
5831,Category Extra 52,Apple Product Model 52,1190.24
5832,Category Extra 98,Samsung Product Model 98,229.38
5833,Category Extra 97,Philips Product Model 97,1587.2
5834,Category Extra 74,LG Product Model 74,16.48
5835,Coffee,Lenovo Ground Coffee,2738.83
5836,Cycling,Philips Mountain Bike,2050.69
5837,Coffee,Canon Espresso Beans,1661.48
5838,Category Extra 62,Asus Product Model 62,1490.3
5839,Category Extra 65,Philips Product Model 65,1389.95
5840,Perfume,LG Eau de Toilette,1342.1
5841,Category Extra 75,Asus Product Model 75,2022.26
5842,Skincare,Samsung Night Cream,2362.05
5843,Category Extra 99,Adidas Product Model 99,2693.97
5844,Category Extra 84,Puma Product Model 84,1461.59
5845,Baby Products,Philips Baby Stroller,101.13
5846,Category Extra 92,Adidas Product Model 92,1169.6
5847,Category Extra 89,Canon Product Model 89,2260.26
5848,Category Extra 76,LG Product Model 76,1118.03
5849,Category Extra 75,Lenovo Product Model 75,2567.6
5850,Category Extra 70,Bosch Product Model 70,2206.14
5851,Jackets,Philips Rain Jacket,2860.49
5852,Category Extra 54,Bosch Product Model 54,1284.79
5853,Board Games,Philips Strategy Board Game,1474.0
5854,Smartphones,Puma Galaxy,629.95
5855,Microwaves,Dell Convection Microwave,751.02
5856,Lighting,Lenovo LED Desk Lamp,2931.39
5857,Tools,Apple Tool Kit,363.21
5858,Category Extra 84,Asus Product Model 84,2205.2
5859,Category Extra 60,Philips Product Model 60,22.29
5860,Category Extra 56,Lenovo Product Model 56,2695.25
5861,Category Extra 57,Nike Product Model 57,2862.64
5862,Smartphones,HP Xiaomi,2411.67
5863,Category Extra 86,Lenovo Product Model 86,2144.42
5864,Category Extra 86,KitchenAid Product Model 86,2400.42
5865,Beds,Sony Queen Bed Frame,1039.17
5866,Backpacks,Samsung Travel Backpack,831.13
5867,Headphones,HP JBL Tune,957.11
5868,Category Extra 72,Samsung Product Model 72,996.4
5869,Fitness,Nike Dumbbell Set,2667.71
5870,Jackets,Puma Rain Jacket,1235.83
5871,Category Extra 64,Asus Product Model 64,2301.45
5872,Category Extra 78,Dell Product Model 78,1254.27
5873,Category Extra 98,Asus Product Model 98,524.57
5874,Category Extra 59,HP Product Model 59,170.06
5875,Cycling,LG Mountain Bike,2143.02
5876,Backpacks,HP Travel Backpack,1850.71
5877,Groceries,HP Pasta Pack,2345.16
5878,Category Extra 66,Apple Product Model 66,2674.44
5879,Category Extra 90,Canon Product Model 90,831.21
5880,Category Extra 90,Philips Product Model 90,858.53
5881,Groceries,Samsung Organic Rice,2549.5
5882,Category Extra 99,Puma Product Model 99,74.8
5883,Printers,Dell All-in-One Printer,2545.86
5884,Backpacks,Puma Travel Backpack,1800.03
5885,Toys,Philips Remote Control Car,1973.85
5886,Category Extra 60,Dell Product Model 60,2059.31
5887,Category Extra 97,KitchenAid Product Model 97,400.06
5888,Keyboards,Nike Wireless Keyboard,2637.71
5889,Category Extra 64,Philips Product Model 64,609.3
5890,Category Extra 55,Philips Product Model 55,1921.1
5891,Fitness,Sony Yoga Mat,1108.47
5892,Gaming,Dell Gaming Console,2105.81
5893,Office Chairs,Puma Mesh Chair,696.66
5894,Jeans,Lenovo Straight Jeans,1084.1
5895,Category Extra 53,Asus Product Model 53,2320.37
5896,Category Extra 58,Puma Product Model 58,1764.81
5897,Category Extra 86,Nike Product Model 86,890.18
5898,Tools,Philips Tool Kit,1224.69
5899,Cycling,Sony Road Bike Helmet,479.48
5900,Headphones,Canon JBL Tune,1437.99
5901,Art Supplies,Adidas Sketchbook,1005.91
5902,Category Extra 99,Canon Product Model 99,2295.23
5903,Category Extra 84,Nike Product Model 84,1977.14
5904,Category Extra 54,Bosch Product Model 54,2481.68
5905,Category Extra 97,Dell Product Model 97,63.41
5906,Laptops,Puma Inspiron,1646.48
5907,Category Extra 69,Samsung Product Model 69,22.83
5908,Dresses,HP Casual Dress,238.1
5909,Beds,Nike Platform Bed,1769.98
5910,Category Extra 71,HP Product Model 71,15.67
5911,Baby Products,Philips Baby Monitor,1142.34
5912,Category Extra 89,Dell Product Model 89,181.61
5913,Art Supplies,Asus Acrylic Paint Set,534.43
5914,Category Extra 59,LG Product Model 59,1888.14
5915,Office Chairs,Bosch Mesh Chair,77.16
5916,Lighting,Philips LED Desk Lamp,2684.97
5917,Category Extra 95,Puma Product Model 95,2511.34
5918,Gaming,Asus Gaming Console,321.12
5919,Category Extra 70,Sony Product Model 70,2099.01
5920,Cycling,Adidas Road Bike Helmet,427.51
5921,Category Extra 67,Sony Product Model 67,2484.63
5922,Category Extra 54,Lenovo Product Model 54,2499.73
5923,Headphones,KitchenAid JBL Tune,1828.69
5924,Category Extra 65,Samsung Product Model 65,173.3
5925,Category Extra 76,Sony Product Model 76,2618.39
5926,Category Extra 93,Adidas Product Model 93,2512.0
5927,Art Supplies,Canon Acrylic Paint Set,2771.53
5928,T-Shirts,Nike Polo Shirt,2094.96
5929,Category Extra 69,HP Product Model 69,753.87
5930,Tea,Canon Black Tea,2272.57
5931,Video Games,LG Adventure Game,2711.69
5932,Category Extra 75,Nike Product Model 75,2113.87
5933,Category Extra 52,Canon Product Model 52,481.27
5934,Books,Sony Programming Guide,2970.13
5935,Category Extra 82,Samsung Product Model 82,258.06
5936,Jackets,Philips Bomber Jacket,2988.99
5937,Gaming,Sony Gaming Controller,427.11
5938,Headphones,Sony WH-1000XM,1423.7
5939,Tools,KitchenAid Tool Kit,868.19
5940,Perfume,Bosch Eau de Toilette,22.7
5941,Dresses,Canon Summer Dress,2820.71
5942,Category Extra 84,Puma Product Model 84,1663.95
5943,Category Extra 63,Samsung Product Model 63,347.22
5944,Category Extra 84,Canon Product Model 84,215.13
5945,Jeans,Bosch Skinny Jeans,713.28
5946,Backpacks,Dell Travel Backpack,2063.87
5947,Category Extra 55,Adidas Product Model 55,712.33
5948,Category Extra 62,LG Product Model 62,204.99
5949,Tools,Sony Cordless Drill,167.84
5950,Televisions,Dell 4K Smart TV,1853.75
5951,Category Extra 53,Apple Product Model 53,1902.63
5952,Lighting,KitchenAid Floor Lamp,1711.22
5953,Motorcycle,Dell Riding Gloves,726.45
5954,Printers,Apple Laser Printer,1555.07
5955,Category Extra 56,Philips Product Model 56,482.81
5956,Toys,Lenovo Building Blocks,2300.22
5957,Category Extra 97,Dell Product Model 97,1962.17
5958,Refrigerators,LG Side-by-Side Refrigerator,1427.25
5959,Category Extra 95,Samsung Product Model 95,306.47
5960,Category Extra 82,Lenovo Product Model 82,215.19
5961,Category Extra 98,Asus Product Model 98,175.95
5962,Groceries,HP Pasta Pack,1872.98
5963,Televisions,HP 4K Smart TV,2819.05
5964,Category Extra 63,KitchenAid Product Model 63,2066.72
5965,Category Extra 91,HP Product Model 91,882.48
5966,Tablets,Dell Lenovo Tab,1958.16
5967,Tea,HP Green Tea,1342.14
5968,Smartphones,Canon Xiaomi,2454.12
5969,Category Extra 89,Lenovo Product Model 89,1798.97
5970,Category Extra 92,Lenovo Product Model 92,555.47
5971,Category Extra 97,LG Product Model 97,40.01
5972,Category Extra 99,KitchenAid Product Model 99,1690.96
5973,Category Extra 65,Philips Product Model 65,2868.81
5974,Board Games,KitchenAid Family Board Game,1256.38
5975,Art Supplies,Dell Acrylic Paint Set,1501.23
5976,Baby Products,Apple Baby Stroller,1755.1
5977,Category Extra 59,Adidas Product Model 59,1927.82
5978,Books,Nike History Book,1959.3
5979,Sofas,Bosch Recliner Sofa,2452.62
5980,Groceries,Asus Organic Rice,2686.07
5981,Category Extra 68,KitchenAid Product Model 68,1827.46
5982,Category Extra 95,Adidas Product Model 95,1873.53
5983,Baby Products,Apple Baby Monitor,1667.07
5984,Category Extra 66,Apple Product Model 66,1606.38
5985,Category Extra 54,HP Product Model 54,2612.19
5986,Category Extra 87,LG Product Model 87,715.77
5987,Category Extra 97,Lenovo Product Model 97,1046.23
5988,Category Extra 57,Sony Product Model 57,34.92
5989,Tea,Lenovo Black Tea,538.59
5990,Category Extra 73,Samsung Product Model 73,2903.24
5991,Gaming,Asus Gaming Controller,329.19
5992,Watches,Adidas Analog Watch,732.61
5993,Category Extra 71,Samsung Product Model 71,1282.89
5994,Watches,Adidas Sports Watch,1115.18
5995,Camping,Adidas Sleeping Bag,1559.73
5996,Microwaves,Sony Countertop Microwave,2248.58
5997,Washing Machines,Apple Front Load Washer,1844.1
5998,Headphones,Dell JBL Tune,436.62
5999,Refrigerators,Lenovo Mini Fridge,2799.81
6000,Category Extra 98,Samsung Product Model 98,2399.81
6001,Refrigerators,Nike Mini Fridge,1607.08
6002,Pet Supplies,Adidas Cat Tree,2434.94
6003,Category Extra 60,Puma Product Model 60,1696.76
6004,Category Extra 55,Apple Product Model 55,838.11
6005,Category Extra 57,Adidas Product Model 57,858.65
6006,Beds,Nike Platform Bed,903.73
6007,Perfume,Sony Eau de Toilette,1659.8
6008,Tea,Samsung Green Tea,1577.01
6009,Backpacks,Dell Travel Backpack,87.98
6010,Category Extra 61,Samsung Product Model 61,2871.14
6011,Cookware,Philips Dutch Oven,1876.56
6012,Category Extra 55,Samsung Product Model 55,2804.84
6013,Category Extra 81,KitchenAid Product Model 81,1503.86
6014,Cookware,Canon Stainless Steel Pot,1518.98
6015,Jeans,Asus Straight Jeans,810.96
6016,Backpacks,Adidas Laptop Backpack,2669.52
6017,Smartphones,Philips Xiaomi,2964.7
6018,Cookware,Asus Stainless Steel Pot,1922.07
6019,Washing Machines,Puma Top Load Washer,845.55
6020,Category Extra 54,Lenovo Product Model 54,842.91
6021,Category Extra 71,Samsung Product Model 71,2036.1
6022,Washing Machines,KitchenAid Top Load Washer,283.86
6023,Category Extra 99,Apple Product Model 99,921.53
6024,Category Extra 67,KitchenAid Product Model 67,1060.95
6025,Category Extra 96,Lenovo Product Model 96,743.13
6026,Beauty,Dell Moisturizer,601.07
6027,Category Extra 57,Bosch Product Model 57,1985.39
6028,Category Extra 82,Dell Product Model 82,393.43
6029,Category Extra 67,Bosch Product Model 67,1294.13
6030,Gaming,Asus Gaming Console,2021.46
6031,Category Extra 56,Nike Product Model 56,1973.49
6032,Category Extra 86,Lenovo Product Model 86,1304.49
6033,Skincare,KitchenAid Cleanser,1379.43
6034,Cookware,Samsung Dutch Oven,1345.77
6035,Televisions,Philips OLED TV,462.13
6036,Microwaves,LG Convection Microwave,398.56
6037,Category Extra 87,Bosch Product Model 87,618.87
6038,Category Extra 87,Dell Product Model 87,2125.62
6039,Category Extra 81,Samsung Product Model 81,1712.4
6040,Smartphones,Bosch Xiaomi,2719.62
6041,Books,Asus Programming Guide,2681.67
6042,Camping,Sony Sleeping Bag,2388.41
6043,Jeans,Samsung Slim Fit Jeans,948.15
6044,Automotive,KitchenAid Dash Camera,2249.32
6045,Tea,Philips Black Tea,2377.98
6046,Category Extra 81,Dell Product Model 81,966.33
6047,Desks,HP Standing Desk,525.49
6048,Backpacks,Puma Travel Backpack,560.26
6049,Kitchen Appliances,Philips Air Fryer,2162.1
6050,Category Extra 63,HP Product Model 63,1805.48
6051,Watches,Canon Analog Watch,539.49
6052,Category Extra 80,Nike Product Model 80,42.62
6053,Category Extra 73,Asus Product Model 73,1253.36
6054,Category Extra 72,Asus Product Model 72,157.31
6055,Category Extra 52,Asus Product Model 52,960.75
6056,Category Extra 72,Apple Product Model 72,524.82
6057,Category Extra 77,Dell Product Model 77,364.46
6058,Washing Machines,Bosch Front Load Washer,725.28
6059,Cameras,Nike DSLR Camera,501.33
6060,Category Extra 68,KitchenAid Product Model 68,189.04
6061,Toys,HP Building Blocks,1563.66
6062,Laptops,HP ThinkPad,2807.7
6063,Art Supplies,Lenovo Sketchbook,306.64
6064,Microwaves,Puma Countertop Microwave,998.3
6065,Microwaves,Bosch Convection Microwave,850.4
6066,Category Extra 69,LG Product Model 69,1228.26
6067,Tools,Lenovo Tool Kit,2983.43
6068,Tools,Adidas Tool Kit,1560.93
6069,Backpacks,Sony Hiking Backpack,1387.5
6070,Category Extra 62,Lenovo Product Model 62,785.55
6071,Mice,Apple Ergonomic Mouse,170.48
6072,Category Extra 80,Canon Product Model 80,419.82
6073,Mice,Sony Ergonomic Mouse,712.49
6074,Smartphones,Asus Galaxy,2519.79
6075,Jackets,Philips Bomber Jacket,1932.76
6076,Category Extra 82,Adidas Product Model 82,1508.5
6077,Category Extra 64,KitchenAid Product Model 64,1294.32
6078,Category Extra 73,Puma Product Model 73,1107.71
6079,Beauty,Philips Moisturizer,22.56
6080,Category Extra 91,Canon Product Model 91,2138.98
6081,Toys,Nike Building Blocks,1334.47
6082,Category Extra 60,Philips Product Model 60,597.23
6083,Pet Supplies,KitchenAid Cat Tree,75.89
6084,T-Shirts,Asus Graphic Tee,480.87
6085,Perfume,Dell Eau de Toilette,384.52
6086,Category Extra 74,Philips Product Model 74,2627.98
6087,Baby Products,Asus Baby Stroller,1430.14
6088,Category Extra 95,HP Product Model 95,1241.73
6089,Category Extra 90,Dell Product Model 90,1740.76
6090,Lighting,Puma LED Desk Lamp,2929.22
6091,Category Extra 90,LG Product Model 90,2468.4
6092,Category Extra 91,LG Product Model 91,2717.73
6093,Category Extra 86,Lenovo Product Model 86,2634.84
6094,Refrigerators,Nike Side-by-Side Refrigerator,313.4
6095,Video Games,Philips Sports Game,2344.69
6096,Category Extra 79,LG Product Model 79,340.49
6097,Category Extra 92,Philips Product Model 92,1314.3
6098,Pet Supplies,Canon Cat Tree,2230.46
6099,Category Extra 100,Lenovo Product Model 100,1224.32
6100,Category Extra 75,Asus Product Model 75,2007.89
6101,Category Extra 64,Sony Product Model 64,336.5
6102,Sneakers,Dell Lifestyle Sneakers,1381.68
6103,Printers,Sony Laser Printer,2149.03
6104,Category Extra 84,Samsung Product Model 84,1806.37
6105,Category Extra 90,Apple Product Model 90,104.34
6106,Lighting,Dell Floor Lamp,1334.73
6107,Category Extra 56,Nike Product Model 56,942.67
6108,Category Extra 65,Puma Product Model 65,992.39
6109,Dresses,Canon Casual Dress,744.88
6110,Keyboards,Lenovo Wireless Keyboard,2184.9
6111,Category Extra 68,LG Product Model 68,2158.38
6112,Microwaves,Adidas Countertop Microwave,1355.27
6113,Cycling,Adidas Road Bike Helmet,488.27
6114,Office Supplies,Sony Stapler,1755.43
6115,Category Extra 92,Sony Product Model 92,135.25
6116,Skincare,Dell Night Cream,1587.89
6117,Category Extra 86,Asus Product Model 86,2338.95
6118,Category Extra 76,Puma Product Model 76,2957.26
6119,Vacuum Cleaners,Bosch Cordless Vacuum,1321.75
6120,Monitors,Asus Odyssey,1385.52
6121,Watches,KitchenAid Smart Watch,1462.45
6122,Category Extra 62,Samsung Product Model 62,1131.94
6123,Category Extra 62,Apple Product Model 62,2479.25
6124,Art Supplies,Lenovo Acrylic Paint Set,1298.88
6125,Keyboards,Philips Mechanical Keyboard,1257.1
6126,Beauty,Lenovo Lipstick,964.69
6127,Category Extra 83,HP Product Model 83,36.17
6128,Category Extra 66,KitchenAid Product Model 66,832.51
6129,Jackets,KitchenAid Rain Jacket,1368.83
6130,Category Extra 67,Dell Product Model 67,1191.59
6131,Category Extra 89,Samsung Product Model 89,1237.82
6132,Refrigerators,Apple Side-by-Side Refrigerator,1577.14
6133,Sneakers,LG Training Shoes,2508.63
6134,Category Extra 52,KitchenAid Product Model 52,1772.73
6135,Office Chairs,Canon Mesh Chair,1735.88
6136,Category Extra 94,Samsung Product Model 94,629.18
6137,Category Extra 86,Bosch Product Model 86,2571.04
6138,Category Extra 90,Apple Product Model 90,2577.23
6139,Category Extra 76,Samsung Product Model 76,1572.92
6140,Category Extra 96,Dell Product Model 96,2013.22
6141,Jeans,Puma Straight Jeans,1828.0
6142,Category Extra 86,Dell Product Model 86,862.85
6143,Cookware,Lenovo Stainless Steel Pot,1151.48
6144,Kitchen Appliances,Lenovo Coffee Maker,2007.83
6145,Category Extra 75,Nike Product Model 75,1308.3
6146,Refrigerators,Puma French Door Refrigerator,2712.9
6147,Category Extra 77,Philips Product Model 77,2884.89
6148,Category Extra 82,Canon Product Model 82,1766.65
6149,Category Extra 93,Apple Product Model 93,2194.07
6150,Category Extra 85,Philips Product Model 85,451.3
6151,Printers,Dell Inkjet Printer,1897.6
6152,Category Extra 82,Asus Product Model 82,2420.26
6153,Printers,LG Inkjet Printer,658.92
6154,Sneakers,Lenovo Training Shoes,376.02
6155,Cookware,Dell Nonstick Pan,830.93
6156,Category Extra 90,Adidas Product Model 90,1065.12
6157,Backpacks,Canon Hiking Backpack,2146.42
6158,Category Extra 89,Apple Product Model 89,495.67
6159,Keyboards,Lenovo Mechanical Keyboard,1821.02
6160,Keyboards,Puma Mechanical Keyboard,1813.9
6161,Motorcycle,Lenovo Riding Gloves,1433.65
6162,Tablets,HP Galaxy Tab,353.12
6163,Category Extra 96,Asus Product Model 96,1849.39
6164,Category Extra 71,LG Product Model 71,2328.41
6165,Category Extra 95,HP Product Model 95,280.04
6166,Category Extra 67,Adidas Product Model 67,2148.96
6167,Motorcycle,LG Motorcycle Helmet,2106.18
6168,Tablets,Nike Galaxy Tab,1800.25
6169,Jackets,Dell Denim Jacket,953.8
6170,Category Extra 90,Sony Product Model 90,2465.7
6171,Category Extra 57,Lenovo Product Model 57,429.73
6172,Televisions,LG 4K Smart TV,2396.81
6173,Coffee,Nike Espresso Beans,707.95
6174,Toys,Canon Remote Control Car,326.68
6175,Category Extra 57,Samsung Product Model 57,1136.91
6176,Toys,Apple Puzzle Set,1253.49
6177,Category Extra 98,Dell Product Model 98,2563.12
6178,Category Extra 52,Puma Product Model 52,950.47
6179,Monitors,Canon Odyssey,938.01
6180,Beds,HP Platform Bed,2945.11
6181,Camping,Sony Sleeping Bag,439.37
6182,Category Extra 75,Nike Product Model 75,1303.96
6183,Category Extra 59,KitchenAid Product Model 59,2555.72
6184,Baby Products,Samsung Baby Stroller,207.58
6185,Mice,Dell Ergonomic Mouse,16.89
6186,Beauty,LG Moisturizer,1630.22
6187,Kitchen Appliances,Nike Air Fryer,2550.6
6188,Skincare,LG Night Cream,2498.14
6189,Dresses,Sony Summer Dress,2723.01
6190,Category Extra 61,Samsung Product Model 61,2471.3
6191,T-Shirts,KitchenAid Polo Shirt,228.83
6192,Dresses,KitchenAid Evening Dress,830.67
6193,Category Extra 62,Samsung Product Model 62,708.67
6194,Category Extra 79,Apple Product Model 79,2377.28
6195,Beds,Bosch Platform Bed,1143.82
6196,Beds,Lenovo Platform Bed,1219.91
6197,Category Extra 54,LG Product Model 54,301.49
6198,Category Extra 77,Dell Product Model 77,1840.37
6199,Category Extra 75,Puma Product Model 75,2342.16
6200,Category Extra 88,LG Product Model 88,553.97
6201,Category Extra 74,Lenovo Product Model 74,496.06
6202,Coffee,Samsung Espresso Beans,2114.03
6203,Automotive,Bosch Phone Mount,2965.79
6204,Category Extra 69,Adidas Product Model 69,322.38
6205,Camping,Canon Camping Tent,1945.9
6206,Backpacks,Sony Hiking Backpack,2331.08
6207,Category Extra 61,Canon Product Model 61,1331.54
6208,Category Extra 82,Nike Product Model 82,1844.33
6209,Category Extra 78,Apple Product Model 78,2876.07
6210,Sofas,KitchenAid Recliner Sofa,461.21
6211,Category Extra 53,Dell Product Model 53,45.52
6212,Category Extra 81,Asus Product Model 81,2594.82
6213,Category Extra 59,Puma Product Model 59,605.74
6214,Toys,Philips Remote Control Car,1733.21
6215,Sneakers,KitchenAid Running Shoes,633.18
6216,Sofas,HP Recliner Sofa,2351.36
6217,Laptops,HP MacBook,2168.72
6218,Category Extra 85,KitchenAid Product Model 85,1201.78
6219,Desks,Philips Writing Desk,2219.45
6220,Category Extra 53,Samsung Product Model 53,2923.92
6221,Watches,Dell Analog Watch,291.86
6222,Category Extra 69,LG Product Model 69,2709.91
6223,Category Extra 70,LG Product Model 70,1851.88
6224,Motorcycle,Nike Motorcycle Helmet,2794.55
6225,Category Extra 52,Asus Product Model 52,925.96
6226,Category Extra 58,Asus Product Model 58,501.41
6227,Toys,Bosch Puzzle Set,2873.62
6228,Category Extra 80,Nike Product Model 80,587.41
6229,Category Extra 80,Nike Product Model 80,290.33
6230,Groceries,Philips Organic Rice,2444.8
6231,Dresses,LG Evening Dress,1736.09
6232,Art Supplies,Asus Acrylic Paint Set,1943.78
6233,Category Extra 100,Asus Product Model 100,654.97
6234,Category Extra 60,LG Product Model 60,1962.35
6235,Category Extra 59,Samsung Product Model 59,1526.93
6236,Category Extra 73,Nike Product Model 73,2104.74
6237,Skincare,Asus Night Cream,1206.67
6238,Category Extra 66,Apple Product Model 66,312.37
6239,Books,Samsung Programming Guide,2931.88
6240,Monitors,HP UltraSharp,2876.11
6241,Category Extra 69,KitchenAid Product Model 69,1665.95
6242,Garden,Canon Garden Hose,2634.24
6243,Category Extra 58,Lenovo Product Model 58,758.15
6244,Category Extra 68,Sony Product Model 68,2915.74
6245,Category Extra 59,Samsung Product Model 59,290.85
6246,Category Extra 83,Puma Product Model 83,2114.35
6247,Vacuum Cleaners,Nike Robot Vacuum,1372.15
6248,Category Extra 56,Dell Product Model 56,1907.98
6249,Category Extra 88,Philips Product Model 88,2188.36
6250,Category Extra 66,Bosch Product Model 66,342.7
6251,Camping,Asus Camping Tent,2873.52
6252,Category Extra 98,Nike Product Model 98,516.43
6253,Category Extra 98,KitchenAid Product Model 98,146.95
6254,Category Extra 87,Bosch Product Model 87,974.62
6255,Category Extra 100,KitchenAid Product Model 100,286.97
6256,Category Extra 91,Apple Product Model 91,199.04
6257,Printers,Asus Inkjet Printer,2315.87
6258,Art Supplies,Apple Acrylic Paint Set,2539.72
6259,Category Extra 84,Sony Product Model 84,1899.81
6260,Category Extra 57,KitchenAid Product Model 57,1920.55
6261,Category Extra 64,Lenovo Product Model 64,2400.59
6262,Category Extra 59,Lenovo Product Model 59,1402.93
6263,Board Games,KitchenAid Family Board Game,395.53
6264,Pet Supplies,Samsung Cat Tree,1582.08
6265,Vacuum Cleaners,Canon Cordless Vacuum,966.96
6266,Category Extra 89,Puma Product Model 89,1970.41
6267,Category Extra 56,Canon Product Model 56,342.42
6268,Category Extra 68,LG Product Model 68,1534.19
6269,Category Extra 51,LG Product Model 51,2737.88
6270,Fitness,HP Yoga Mat,582.81
6271,Laptops,Apple ZenBook,2336.43
6272,Category Extra 68,Apple Product Model 68,1019.18
6273,Cookware,Asus Dutch Oven,2735.73
6274,Televisions,Canon OLED TV,2949.86
6275,Category Extra 58,KitchenAid Product Model 58,2613.97
6276,Groceries,Asus Organic Rice,2714.98
6277,Tea,Adidas Green Tea,1423.63
6278,Category Extra 61,Philips Product Model 61,2780.04
6279,Category Extra 98,Dell Product Model 98,2825.79
6280,Beauty,Bosch Lipstick,1867.11
6281,Category Extra 66,LG Product Model 66,2320.28
6282,Category Extra 74,Dell Product Model 74,2837.93
6283,Category Extra 90,Lenovo Product Model 90,2125.36
6284,Category Extra 92,Adidas Product Model 92,486.76
6285,Category Extra 57,Sony Product Model 57,245.31
6286,Lighting,Canon Floor Lamp,2137.47
6287,Printers,Adidas All-in-One Printer,2486.26
6288,Coffee,Philips Ground Coffee,435.31
6289,Cookware,Apple Stainless Steel Pot,1030.7
6290,Category Extra 76,HP Product Model 76,699.57
6291,Garden,Samsung Garden Hose,2971.37
6292,Category Extra 97,Lenovo Product Model 97,1140.41
6293,Cycling,Philips Road Bike Helmet,1294.31
6294,Keyboards,Canon Wireless Keyboard,2290.0
6295,Category Extra 95,Sony Product Model 95,2413.18
6296,Category Extra 76,Asus Product Model 76,131.83
6297,Washing Machines,Adidas Front Load Washer,835.56
6298,Category Extra 87,HP Product Model 87,2375.23
6299,Category Extra 89,Canon Product Model 89,1876.13
6300,Category Extra 97,KitchenAid Product Model 97,756.55
6301,Mice,HP Ergonomic Mouse,1569.18
6302,Category Extra 55,Lenovo Product Model 55,2748.12
6303,Monitors,LG ThinkVision,322.33
6304,Category Extra 52,Lenovo Product Model 52,1306.02
6305,Washing Machines,Nike Front Load Washer,1924.4
6306,Category Extra 78,HP Product Model 78,94.4
6307,Headphones,Dell AirPods,168.96
6308,Category Extra 61,Canon Product Model 61,1121.37
